අමුවේ,-1
අමූලික,-1
අමෙරිකාවෙන්,0
අම්පාර,0
අම්පාරට,0
අම්මගෙ,0
අම්මගේ,0
අම්මට,0
අම්මයි,0
අම්මලත්,0
අම්මලා,0
අම්මලාට,0
අම්මලාටත්,0
අම්මව,0
අම්මවත්,0
අම්මා,0
අම්මාගේ,0
අම්මාව,0
අම්මාවයි,0
අම්මෙක්,0
අම්මේ,0
අම්මෝ,-1
අඹ,0
අඹපු,0
අඹර,0
අය,0
අයකලගතයුතුය,1
අයකියලා,0
අයකු,0
අයගැන,0
අයගෙන්,0
අයගේ,0
අයට,0
අයටත්,0
අයටනම්,0
අයටන්,0
අයටම,0
අයටයි,0
අයතා,-1
අයත්,0
අයථා,-1
අයනේ,0
අයම,0
අයමය,0
අයමයි,0
අයයි,0
අයව,0
අයවත්,0
අයහපතක්,-1
අයහපත්,-1
අයි,0
අයිතිකරු,0
අයිතිකරුට,0
අයිතිකාරයට,0
අයිතිවාසිකමක්නේ,1
අයින්කරපු,-1
අයියගෙන්,0
අයියට,0
අයියනායක,0
අයියනේ,0
අයියල,0
අයියලනේ,0
අයියලා,0
අයියලාට,0
අයියා,0
අයියාමද,0
අයියේ,0
අයියෝ,-1
අයුක්ති,-1
අයුක්තියෙන්,-1
අයුතු,-1
අයුතුලෙස,-1
අයුරින්,0
අයුරු,0
අයෙකු,0
අයෙකුට,0
අයෙක්,0
අයෙත්,0
අයෝමය,1
අය්යේ,0
අර,0
අරක්කු,-1
අරක්කුත්,-1
අරක්කුවත්,-1
අරගන,0
අරගල,-1
අරගලය,-1
අරගලයක,-1
අරගොල්ලෝ,0
අරණ්‍යවාසි,0
අරන,0
අරන්තලාවට,0
අරන්තලාවේ,0
අරපරිස්සම,1
අරමන්ට්,0
අරමුණකින්,0
අරයගෙ,0
අරයට,0
අරලිය,0
අරවින්ද,0
අරහං,0
අරහෙම,0
අරාජික,-1
අරාජිකව,-1
අරාජිත,-1
අරාබි,0
අරාබිකරයේ,0
අරාබියක්,0
අරාබියට,0
අරාබියාවට,0
අරාබියෙද,0
අරාබියෙන්,0
අරාබියේ,0
අරියදම්ම,0
අරියාදු,-1
අරියාදුවක්,-1
අරුචි,-1
අරුණ,0
අරුණි,0
අරුතයක්,1
අරුම,1
අරූට,-1
අරෙහේ,0
අර්ත,1
අර්ථ,1
අර්ථය,1
අර්ථවත්,1
අර්ථික,0
අර්ධ,0
අර්බුද,-1
අර්බුදය,-1
අර්බුදයකනම්,-1
අර්බුදේ,-1
අර්බුධ,-1
අලංකාර,1
අලංකාරය,1
අලංකාරයි,1
අලවල,0
අලවුවේ,0
අලස,-1
අලසකම,-1
අලාබ,-1
අලාබය,-1
අලාභය,-1
අලි,0
අලිංගික,0
අලිටිකත්,0
අලින්,0
අලින්ගෙන්,0
අලින්ට,0
අලිපැටවූ,0
අලිය,0
අලියගේ,0
අලියට,0
අලියත්,0
අලියව,0
අලියා,0
අලියාගෙන්,0
අලියෙක්,0
අලුකුත්තේරු,-1
අලුගුත්තේරු,-1
අලුතින්,1
අලුතෙන්,1
අලුත්,1
අලෙවි,0
අලෙවිකරණ,0
අල්ප,-1
අල්පයි,-1
අල්පෙනෙති,0
අල්ලට,0
අල්ලසයි,-1
අල්ලස්,-1
අවංක,1
අවංකකම,1
අවංකකම්,1
අවංකත්වය,1
අවංකභාවයත්,1
අවංකම,1
අවංකයි,1
අවංකව,1
අවංකවම,1
අවඥා,-1
අවට,0
අවතක්සේරුකොට,-1
අවතක්සේරුවෙන්,-1
අවතාර,-1
අවතැන්,-1
අවදානම්,-1
අවදානම්කාරී,-1
අවදානම්කාරීබව,-1
අවදි,1
අවදියෙන්,1
අවධානමක්,-1
අවධානමද,-1
අවධානම්,-1
අවධානයකින්,1
අවධානයෙන්,1
අවනඩුව,-1
අවනත,1
අවනම්බු,-1
අවනීතිය,-1
අවනීතියෙන්,-1
අවබාවිත,-1
අවබාවිතවලට,-1
අවබොධය,1
අවබෝද,1
අවබෝදයක්,1
අවබෝදයෙන්,1
අවබෝධ,1
අවබෝධකරගන්න,1
අවබෝධය,1
අවබෝධයක්,1
අවබෝධයනේ,1
අවබෝධවෙලයි,1
අවභාවිත,-1
අවභාවිතයනිදහස,-1
අවභාවිතයනීතිය,-1
අවභාවිතා,-1
අවභාවිතාවය,-1
අවභාවිතාවේ,-1
අවභෝධ,1
අවභෝධය,1
අවම,0
අවමගුලට,-1
අවමන්කරන්නේ,-1
අවමාණයකි,-1
අවමාන,-1
අවයවයක්,0
අවරුදු,0
අවලංකාලකන්නි,-1
අවලංගු,-1
අවලස්සන,-1
අවලංහොරපාදඩ,-1
අවවාද,1
අවවාදය,1
අවවාදයක්,1
අවවාදයට,1
අවවාදයි,1
අවශේෂ,0
අවශ්,0
අවශ්‍යනම්,0
අවශ්යමයි,1
අවසනාවන්ත,-1
අවසර,1
අවසරදෙන්නකෝ,1
අවසරයකින්,1
අවසාධිත,0
අවසානයේ,0
අවස්තාවාදී,-1
අවස්ථානුකූලව,1
අවස්ථානෝචිත,1
අවස්ථාව,0
අවස්ථාවක,0
අවස්ථාවකදීය,0
අවස්ථාවක්,1
අවස්ථාවන්,1
අවස්ථාවලදී,0
අවස්ථාවාදීන්,-1
අවස්ථාවේ,0
අවස්ථාවේදී,0
අවහිර,-1
අවහිරකරන,-1
අවහිරතා,-1
අවහිරයක්,-1
අවහිරවන,-1
අවාසනාවකට,-1
අවාසනාවක්,-1
අවාසනාවට,-1
අවාසනාවන්ත,-1
අවාසනාවන්තද,-1
අවාසනාවයි,-1
අවාසි,-1
අවාසිදායක,-1
අවාසියක්,-1
අවැඩක්,-1
අවැසි,1
අවි,-1
අවිආයුධ,-1
අවිගත්,-1
අවිගෙන,-1
අවිචාරාත්මක,-1
අවිධිමත්,-1
අවිනිශ්චිත,-1
අවිනිශ්චිතයි,-1
අවිනීතියට,-1
අවියෙන්ම,-1
අවිශ්වාශයි,-1
අවිශ්වාසයක්,-1
අවිස්සාවෙල්ල,0
අවිස්සාවේල්ල,0
අවිහිංසක,1
අවිහිංසාවාදී,1
අවුන්ට,0
අවුරැදු,0
අවුරැද්දක්,0
අවුරුදු,0
අවුරුද්ද,0
අවුරුද්දකින්,0
අවුරුද්දට,0
අවුරුද්දෙ,0
අවුරුද්දෙන්,0
අවුරුද්දෙම,0
අවුරුද්දේ,0
අවුලක්,-1
අවුලක්ද,-1
අවුලවන්නා,-1
අවුල්කරන්න,-1
අවුල්ද,-1
අවුස්ස,-1
අවුස්සනු,-1
අවුස්සනෝ,-1
අවුස්සන්න,-1
අවුස්සලා,-1
අවුස්සවන්න,-1
අවුළුවයි,-1
අවෙබෝධයක්,1
අවෛරී,1
අව්,0
අව්‍යාජ,1
අව්ලක්,-1
අව්ල්,-1
අංශ,0
අංශක,0
අංශයත්,0
අශාන්,0
අශිකා,0
අශිෂ්ට,-1
අශිෂ්ඨ,-1
අශීලාචාර,-1
අශූචි,-1
අශේන්,0
අශෝක,0
අශෝබන,-1
අශෝබනයි,-1
අශෝභන,-1
අශෝභනයි,-1
අශ්රෆුල්,0
අශ්ව,0
අශ්වයා,0
අෂාන්,0
අෂ්ඨ,0
අෂ්ඨාංගික,0
අසංක,0
අසත්පුරුෂ,-1
අසත්පුරුෂයෝ,-1
අසත්‍යතාවය,-1
අසත්‍යයයි,-1
අසනීප,-1
අසනීපනම්,-1
අසනීපයකින්,-1
අසනීපයක්ද,-1
අසනීපයි,-1
අසනීපෙන්,-1
අසභ්‍යයි,-1
අසමගි,-1
අසමගිකම්,-1
අසමජ්ජාති,-1
අසමජ්ජාතියෝ,-1
අසමත්,-1
අසමත්කු,-1
අසමසම,1
අසමසමයි,1
අසයි,0
අසරණ,-1
අසරණඅයට,-1
අසරණකමට,-1
අසරණද,-1
අසරණභාවයට,-1
අසරණයන්ට,-1
අසරණයාට,-1
අසරණයෙක්,-1
අසරණයෝ,-1
අසරණවෙලා,-1
අසරන,-1
අසරනකං,-1
අසරනකරලා,-1
අසරනනම්,-1
අසරනවන්නේ,-1
අසල්,0
අසල්වාසීන්,0
අසල්වැසි,0
අසල්වෑසි,0
අසංවර,-1
අසංවරව,-1
අසංවේදි,-1
අසහනකාරී,-1
අසහනයකද,-1
අසහනයෙන්,-1
අසහනාකාරයෝ,-1
අසහනේ,-1
අසාත්මික,-1
අසාදරනය,-1
අසාදරනයක්,-1
අසාදාරණ,-1
අසාදාරණකං,-1
අසාදාරණයක්,-1
අසාදාරණයට,-1
අසාදාරණේට,-1
අසාදාරන,-1
අසාදාරනයක්,-1
අසාධාරණ,-1
අසාධාරණකම්,-1
අසාධාරණය,-1
අසාධාරණයකට,-1
අසාධාරණයකින්,-1
අසාධාරණයකුත්,-1
අසාධාරණයක්,-1
අසාධාරණයට,-1
අසාධාරණයි,-1
අසාධාරණේ,-1
අසාධාරනක්,-1
අසාධාරනයක්,-1
අසාධාරනයෙන්,-1
අසාධාරනෙන්,-1
අසාධාරනේ,-1
අසාධාරයට,-1
අසාධාරයෙන්,-1
අසාධ්‍ය,-1
අසාධ්යනම්,-1
අසාර්ථ,-1
අසාර්ථක,-1
අසාර්ථකම,-1
අසාර්ථකයි,-1
අසා්ථක,-1
අසික්කිත,-1
අසිත,0
අසිරිමත්,1
අසිරියක්,1
අසීමාන්තික,1
අසීමිත,1
අසීරු,-1
අසීරුතාවයකින්ද,-1
අසීරුමයි,-1
අසීරුය,-1
අසීරුයි,-1
අසීරුවීම,-1
අසීලාචාර,-1
අසු,0
අසුචිද,-1
අසුනොවෙනවා,-1
අසුබ,-1
අසුබවාදී,-1
අසුබවාදීව,-1
අසුභවාදීව,-1
අසුර,0
අසුවුනොත්,-1
අසුවෙනවා,-1
අසූ,0
අසූඑකක්,0
අසූවක්ම,0
අසේල,0
අසෝකා,0
අස්කරනවා,-1
අස්චාර්ය,1
අස්තාවර,-1
අස්ථානගත,-1
අස්ථාවර,-1
අස්ථිර,-1
අස්ථීර,-1
අස්වද්දා,1
අස්වාභාවික,-1
අස්වැන්න,1
අස්වැසිල්ලක්,1
අස්වීම,-1
අස්වූ,-1
අස්වෙන්නේ,-1
අස්වෙලා,-1
අස්සන්,0
අහංකාර,-1
අහංකාරකම,-1
අහංකාරකමයි,-1
අහන්කාර,-1
අහර,0
අහවල්ලුන්ගේ,0
අහස,0
අහසට,0
අහසත්,0
අහසින්,0
අහසේ,0
අහස්,0
අහස්යානා,0
අහළ,0
අහාර,0
අහිකුණ්ඨික,-1
අහිතකර,-1
අහිතකරයි,-1
අහිතවන්තයෝද,-1
අහින්සකාවියක්,1
අහිමි,-1
අහිමිඋනාට,-1
අහිමිකරන්න,-1
අහිමිකරන්නද,-1
අහිමිවන,-1
අහිමිවිය,-1
අහිමිවීමේ,-1
අහිමිවු,-1
අහිමිවුනා,-1
අහිමිවේවි,-1
අහිංසක,1
අහිංසකය,1
අහිංසකයන්,1
අහිංසකයන්ගේ,1
අහිංසකයන්ට,1
අහිංසකයන්ව,1
අහිංසකයා,1
අහිංසකයාව,1
